,adGroupId,adGroupName,adId,asin,attributedConversions14d,attributedConversions14dSameSKU,attributedConversions1d,attributedConversions1dSameSKU,attributedConversions30d,attributedConversions30dSameSKU,attributedConversions7d,attributedConversions7dSameSKU,attributedSales14d,attributedSales14dSameSKU,attributedSales1d,attributedSales1dSameSKU,attributedSales30d,attributedSales30dSameSKU,attributedSales7d,attributedSales7dSameSKU,attributedUnitsOrdered14d,attributedUnitsOrdered1d,attributedUnitsOrdered30d,attributedUnitsOrdered7d,campaignId,campaignName,clicks,cost,currency,impressions,sku
20,56095296220583,xSuperfly Plus type c 金属头,141588388308813,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0114TY6FTR
21,9695827044606,xSuperfly Type-C,209239891077221,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114TY6FTR
22,211508246191129,xsuperfly plus type c,102320927094007,B07BBMGWG2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114LA3FTG
23,211508246191129,xsuperfly plus type c,151228376524860,B07BBKTYCF,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114LA3FTR
24,211508246191129,xsuperfly plus type c,280704543389202,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114LA6FTG
25,211508246191129,xsuperfly plus type c,164142836503701,B07BBMDGG6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114LA6FTR
26,211508246191129,xsuperfly plus type c,31848604144239,B07BBPBP73,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114TY3FTG
27,211508246191129,xsuperfly plus type c,176624371214743,B07BBH985D,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114TY3FTR
28,211508246191129,xsuperfly plus type c,247007982742268,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114TY6FTG
29,211508246191129,xsuperfly plus type c,183376723740697,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114TY6FTG1
30,211508246191129,xsuperfly plus type c,153170707635226,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0114TY6FTR
31,9695827044606,xSuperfly Type-C,87178585859089,B07BBF2TYF,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,161216724945618,手动,0,0.0,USD,0,0113TY6FTR
32,271070572405777,xsuperfly plus lightning 苹果金属头,98708868022609,B079M27L28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0113LA3FTG
33,271070572405777,xsuperfly plus lightning 苹果金属头,195681538873861,B07BBP2QKZ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0113LA3FTR
34,271070572405777,xsuperfly plus lightning 苹果金属头,4612644633378,B07BBNWDGV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0113LA6FTG
35,271070572405777,xsuperfly plus lightning 苹果金属头,251608447557212,B07BBMGWG2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0114LA3FTG
36,271070572405777,xsuperfly plus lightning 苹果金属头,14696042496723,B07BBKTYCF,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0114LA3FTR
37,271070572405777,xsuperfly plus lightning 苹果金属头,208759519764647,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0114LA6FTG
38,271070572405777,xsuperfly plus lightning 苹果金属头,13968887265837,B07BBMDGG6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0114LA6FTR
39,104393843857484,手动-苹果-金属头-black-6ft,100387526037394,B07BBNWDGV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,227775677788741,手动-苹果-塑料头,0,0.0,USD,0,0113LA6FTG
40,117101713526044,xsuperfly lightning 苹果塑料头,90401745590121,B079M27L28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0113LA3FTG
41,117101713526044,xsuperfly lightning 苹果塑料头,191595636071550,B07BBP2QKZ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0113LA3FTR
42,117101713526044,xsuperfly lightning 苹果塑料头,95637859449467,B07BBNWDGV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,244889089683724,自动,0,0.0,USD,0,0113LA6FTG
43,201683984754953,自动-苹果塑料头-black-6ft,120923306872856,B07BBNWDGV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66640352282605,自动-苹果-塑料头,0,0.0,USD,0,0113LA6FTG
44,153606536351737,自动-苹果塑料头-black-3ft,110407362074611,B079M27L28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66640352282605,自动-苹果-塑料头,0,0.0,USD,0,0113LA3FTG
45,175274087950444,自动-Type C塑料头-black-3ft,93420396071421,B07BBM282V,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,263420599147843,自动-Type C-塑料头,0,0.0,USD,0,0113TY3FTG
46,186972861728222,(B07BBNF19N)lightning 6ft blue,96696411741838,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,163882395108605,lightning auto,0,0.0,USD,0,0114LA6FTG
47,62422321707800,自动-Type C塑料头-red-3ft,54919794886581,B07BBNLD3Z,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,263420599147843,自动-Type C-塑料头,0,0.0,USD,0,0113TY3FTR
48,132753778863645,自动-苹果金属头-blue-3ft,209688738991385,B07BBMGWG2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,163882395108605,lightning auto,0,0.0,USD,0,0114LA3FTG
49,67019745861105,自动-Type C塑料头-black-6ft,180644805934516,B07BBN56LY,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,263420599147843,自动-Type C-塑料头,0,0.0,USD,0,0113TY6FTG
50,19987422400587,手动精准-苹果金属-6ft-蓝色,112658957613801,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,118678522301649,手动-苹果-金属头,0,0.0,USD,0,0114LA6FTG
51,60632922368340,自动-Type C塑料头-red-6ft,41961314699499,B07BBF2TYF,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,263420599147843,自动-Type C-塑料头,0,0.0,USD,0,0113TY6FTR
52,251347995801130,(B07BBMDGG6)lightning 6ft red,948859471973,B07BBMDGG6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,163882395108605,lightning auto,0,0.0,USD,0,0114LA6FTR
53,154127508155637,自动-苹果金属头-red-3ft,208245986506881,B07BBKTYCF,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,163882395108605,lightning auto,0,0.0,USD,0,0114LA3FTR
54,85970276263606,手动-金属头-Red-6ft,82457974410949,B07BBMDGG6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,118678522301649,手动-苹果-金属头,0,0.0,USD,0,0114LA6FTR
55,118746523554936,自动-苹果塑料头-red-6ft,205344406215662,B07BBH29ST,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66640352282605,自动-苹果-塑料头,0,0.0,USD,0,1226LA6FT
56,269662119715382,自动-Type C金属头-blue-3ft,225412831534337,B07BBPBP73,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60048273766767,自动-Type C-金属头,0,0.0,USD,0,0114TY3FTG
57,17424718667135,自动-Type C金属头-red-3ft,143267464109765,B07BBH985D,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60048273766767,自动-Type C-金属头,0,0.0,USD,0,0114TY3FTR
58,115785831453646,自动-苹果塑料头-red-3ft,172968567206828,B07BBP2QKZ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66640352282605,自动-苹果-塑料头,0,0.0,USD,0,0113LA3FTR
59,152258914426013,自动-Type C金属头-blue-6ft,91319665373727,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60048273766767,自动-Type C-金属头,0,0.0,USD,0,0114TY6FTG1
60,168812183340124,自动-Type C金属头-red-6ft,216228085388376,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60048273766767,自动-Type C-金属头,0,0.0,USD,0,0114TY6FTR
61,253529765204004,ignite ad campaign,125339411696278,B07BBNWDGV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,236170549884416,ignite ad campaign MANUAL,0,0.0,USD,0,0113LA6FTG
62,253529765204004,ignite ad campaign,210720854594055,B07BBH29ST,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,236170549884416,ignite ad campaign MANUAL,0,0.0,USD,0,1226LA6FT
63,53336948436584,手动-type c-金属头-blue-6ft,243961404478504,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,197630616114606,手动-type c-金属头,0,0.0,USD,0,0114TY6FTG1
64,233437006364505,手动-type c-塑料头-6ft,192162549622699,B07BBN56LY,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109512855099778,手动-type c-塑料头-test,0,0.0,USD,0,0113TY6FTG
65,233437006364505,手动-type c-塑料头-6ft,210015695786684,B07BBF2TYF,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109512855099778,手动-type c-塑料头-test,0,0.0,USD,0,0113TY6FTR
66,103647886360936,手动-type c 金属头 red 6ft,98575118818475,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,197630616114606,手动-type c-金属头,0,0.0,USD,0,0114TY6FTR
67,11951526338803,自动 - Micro B - 红色 - 6ft,53391884135373,B07BBLY7VR,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,157495890296470,自动 - micro b - 塑料头,0,0.0,USD,0,0113MI6FTR
68,44556657044537,自动 - Micro B - 黑色 - 6ft,228182365614687,B07BBJDY5Y,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,157495890296470,自动 - micro b - 塑料头,0,0.0,USD,0,0113MI6FTG
69,255591500699422,Micro B 塑料头 6ft 红色,229632802748514,B079HLNHZ6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30327910784110,自动 Micro B 塑料头,0,0.0,USD,0,0113MI3FTG
70,255591500699422,Micro B 塑料头 6ft 红色,230952731481169,B079K3JVX4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30327910784110,自动 Micro B 塑料头,0,0.0,USD,0,0113MI3FTR
71,255591500699422,Micro B 塑料头 6ft 红色,176223450712154,B07BBJDY5Y,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30327910784110,自动 Micro B 塑料头,0,0.0,USD,0,0113MI6FTG
72,255591500699422,Micro B 塑料头 6ft 红色,54258624241611,B07BBLY7VR,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30327910784110,自动 Micro B 塑料头,0,0.0,USD,0,0113MI6FTR
73,81336001046350,type c 6ft,153876568303157,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,97734274882911,母亲节促销-手动广告,0,0.0,USD,0,0114TY6FTG1
74,81336001046350,type c 6ft,185015504120094,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,97734274882911,母亲节促销-手动广告,0,0.0,USD,0,0114TY6FTR
75,140220980262638,手动词组-苹果金属-6ft-蓝色,206536856457104,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,118678522301649,手动-苹果-金属头,0,0.0,USD,0,0114LA6FTG1
76,105790526150368,手动广泛-苹果金属-6ft-蓝色,223401338631804,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,118678522301649,手动-苹果-金属头,0,0.0,USD,0,0114LA6FTG1
77,36418119917964,(B07BBJDY5Y)micro 6ft black,217435218508618,B07BBJDY5Y,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48275355591164,micro b 6ft auto,0,0.0,USD,0,0113MI6FTG
78,36418119917964,(B07BBJDY5Y)micro 6ft black,129283562470294,B07BBLY7VR,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48275355591164,micro b 6ft auto,0,0.0,USD,0,0113MI6FTR
79,275081124213716,3ft usb c cable,2128841282737,B07BBPBP73,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,157057615348077,usb c cable,0,0.0,USD,0,0114TY3FTG
80,275081124213716,3ft usb c cable,152280719602893,B07BBH985D,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,157057615348077,usb c cable,0,0.0,USD,0,0114TY3FTR
81,39768580039074,广告组 2,197532814856711,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,182501285727992,type c blue manual,0,0.0,USD,0,0114TY6FTG1
82,178904759352249,6ft usb c cable,274606921125695,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,157057615348077,usb c cable,0,0.0,USD,0,0114TY6FTG1
83,178904759352249,6ft usb c cable,260218167592062,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,157057615348077,usb c cable,0,0.0,USD,0,0114TY6FTR
84,175422984803558,(B07B4L7GPV)手动-typec-金属头-蓝色-6ft,208677965810232,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,182501285727992,type c blue manual,0,0.0,USD,0,0114TY6FTG1
85,19104097444069,new lightning 6ft blue,104701906474830,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,163882395108605,lightning auto,0,0.0,USD,0,0114LA6FTG1
86,231131277326905,(B07BBLY7VR)micro-red-6ft,15724310309461,B07BBLY7VR,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48275355591164,micro b 6ft auto,0,0.0,USD,0,0113MI6FTR
87,200113812218926,(B07BBNF19N&B07BBMDGG6)lightning+cable+6ft,80386334605788,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,0,0.0,USD,0,0114LA6FTG1
88,200113812218926,(B07BBNF19N&B07BBMDGG6)lightning+cable+6ft,66029334777680,B07BBMDGG6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,0,0.0,USD,0,0114LA6FTR
89,118625796689666,(B07BBLY7VR)micro+red+6ft,267298796413593,B07BBLY7VR,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41095695787234,micro b 6ft manual,0,0.0,USD,0,0113MI6FTR
90,128519424441261,(B07BBJDY5Y)micro+black+6ft,44962938031330,B07BBJDY5Y,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41095695787234,micro b 6ft manual,0,0.0,USD,0,0113MI6FTG
91,267093977268471,micro+black+3ft,200605995301785,B079HLNHZ6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41095695787234,micro b 6ft manual,0,0.0,USD,0,0113MI3FTG
92,75214671148813,micro+red+3ft,221102912334038,B079K3JVX4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41095695787234,micro b 6ft manual,0,0.0,USD,0,0113MI3FTR
93,200113812218926,(B07BBNF19N&B07BBMDGG6)lightning+cable+6ft,131834699420421,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,0,0.0,USD,0,0114LA6FTG
94,47150635311764,(B07BBJDY5Y)Micro USB 6FT BLACK,97572765049099,B07BBJDY5Y,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66151653693576,micro usb black 6ft manual,0,0.0,USD,0,0113MI6FTG
95,140575081393510,(B07BBN56LY)type c 6ft black,103197371515191,B07BBM282V,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42569182075455,type c 塑料头 6ft,0,0.0,USD,0,0113TY3FTG
96,140575081393510,(B07BBN56LY)type c 6ft black,18936064627365,B07BBN56LY,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42569182075455,type c 塑料头 6ft,0,0.0,USD,0,0113TY6FTG
97,219335947780364,(B07B4L7GPV)type c blue,161988033395732,B07B4L7GPV,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9337278538408,type c 金属头-6ft,0,0.0,USD,0,0114TY6FTG1
98,243330720562760,(B07BBMCVFL)type c red,50883741961173,B07BBMCVFL,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9337278538408,type c 金属头-6ft,0,0.0,USD,0,0114TY6FTR
99,227106229873389,(B07CZWF59J)screen protector,221017884513828,B07CZWF59J,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,174450195659085,iphone x/xs/xr/xs max protector auto,6,5.31,USD,660,0330SPPSBL
100,207528021608604,(B07DQK7B68)Teal,7776665845768,B07DQK7B68,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,266220536803884,iphone x case auto,0,0.0,USD,0,0521LPCSBU
101,156306958116913,(B07DQJP9CB)Black,26526624363289,B07DQJP9CB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,266220536803884,iphone x case auto,0,0.0,USD,0,0521LPCSBL
102,247092658627778,Protector exact,184592432448512,B07CZWF59J,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,176612412977,iphone x/xs/xr/xs max protector manual,1,1.15,USD,471,0330SPPSBL
103,38335778549610,Lightning Cable Blue New,239746597752732,B07BBNF19N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,230151726409685,lightning blue new auto,0,0.0,USD,0,0114LA6FTG1
